Order_ID,Order_Date,Customer_ID,Product_ID,Rep_ID,Quantity,Discount,Sales,Profit
ORD000061,2025-02-01,CUST02165,PROD0048,REP066,5,20,168476.0,15501.0
ORD000062,2026-01-12,CUST00321,PROD0295,REP073,5,5,145264.5,14114.5
ORD000063,2024-12-05,CUST02960,PROD0488,REP087,3,0,49068.0,10209.0
ORD000064,2025-03-14,CUST03969,PROD0199,REP096,5,0,67060.0,18675.0
ORD000065,2025-12-01,CUST04822,PROD0407,REP066,4,15,37413.6,1589.6
ORD000066,2025-08-28,CUST00591,PROD0092,REP088,3,0,83337.0,15552.0
ORD000067,2025-09-21,CUST03369,PROD0427,REP043,3,15,145077.15,7512.15
ORD000068,2024-10-11,CUST04914,PROD0031,REP018,2,15,97059.8,22769.8
ORD000069,2025-01-13,CUST02251,PROD0303,REP056,3,5,67513.65,6433.65
ORD000070,2024-11-29,CUST04364,PROD0144,REP010,1,10,20024.1,2829.1
ORD000071,2024-12-28,CUST04464,PROD0216,REP050,5,20,23252.0,4292.0
ORD000072,2025-02-28,CUST02930,PROD0256,REP034,3,0,142887.0,43809.0
ORD000073,2024-08-12,CUST00080,PROD0219,REP093,3,15,95239.95,7969.95
ORD000074,2024-12-04,CUST02713,PROD0276,REP065,1,20,35916.0,4577.0
ORD000075,2026-01-13,CUST02707,PROD0350,REP050,1,0,40406.0,8213.0
ORD000076,2024-07-21,CUST00979,PROD0455,REP085,4,5,88893.4,21873.4
ORD000077,2024-09-16,CUST03118,PROD0001,REP026,4,20,161747.2,20127.2
ORD000078,2025-04-01,CUST00853,PROD0429,REP022,4,0,129552.0,22512.0
ORD000079,2026-06-20,CUST02885,PROD0278,REP042,5,10,25438.5,1203.5
ORD000080,2025-05-09,CUST00897,PROD0157,REP034,1,10,22401.9,3938.9
ORD000081,2024-07-19,CUST01286,PROD0452,REP016,4,0,135388.0,38556.0
ORD000082,2024-12-26,CUST02654,PROD0051,REP022,4,10,119188.8,27764.8
ORD000083,2025-09-29,CUST01605,PROD0451,REP098,3,10,137232.9,37017.9
ORD000084,2024-11-21,CUST01256,PROD0487,REP062,4,15,130760.6,6820.6
ORD000085,2024-09-20,CUST04561,PROD0026,REP079,4,0,66184.0,24272.0
ORD000086,2025-09-10,CUST04972,PROD0060,REP050,1,5,44066.7,4959.7
ORD000087,2024-07-25,CUST02068,PROD0398,REP051,2,10,58455.0,2553.0
ORD000088,2025-09-15,CUST03800,PROD0191,REP032,2,0,4086.0,620.0
ORD000089,2024-07-17,CUST01255,PROD0082,REP084,3,15,77535.3,9846.3
ORD000090,2026-04-10,CUST03680,PROD0237,REP064,3,20,35260.8,7561.8
ORD000091,2025-08-06,CUST04857,PROD0486,REP006,2,10,78210.0,18606.0
ORD000092,2025-05-03,CUST01363,PROD0075,REP044,4,15,107494.4,24158.4
ORD000093,2026-01-17,CUST02058,PROD0078,REP075,4,15,64222.6,12666.6
ORD000094,2026-03-22,CUST00258,PROD0249,REP060,2,10,47230.2,2862.2
ORD000095,2025-02-05,CUST03808,PROD0255,REP065,1,10,36764.1,5762.1
ORD000096,2024-07-13,CUST01112,PROD0139,REP006,1,10,45941.4,4926.4
ORD000097,2024-08-22,CUST03810,PROD0077,REP002,2,10,4107.6,955.6
ORD000098,2025-06-09,CUST04722,PROD0116,REP095,2,0,10612.0,1820.0
ORD000099,2025-10-18,CUST04806,PROD0299,REP076,2,15,60433.3,5637.3
ORD000100,2025-04-28,CUST04421,PROD0191,REP029,5,20,8172.0,-493.0
ORD000101,2024-09-19,CUST00159,PROD0236,REP085,5,10,138676.5,38971.5
ORD000102,2026-01-02,CUST00861,PROD0361,REP090,1,0,36361.0,7093.0
ORD000103,2025-09-15,CUST02965,PROD0343,REP090,5,5,151786.25,44956.25
ORD000104,2024-08-22,CUST00910,PROD0087,REP076,5,20,49008.0,-1512.0
ORD000105,2025-03-25,CUST01260,PROD0374,REP087,1,20,2049.6,-116.4
ORD000106,2024-08-21,CUST03235,PROD0022,REP018,5,0,197845.0,64570.0
ORD000107,2025-12-03,CUST04163,PROD0193,REP010,3,5,86511.75,24564.75
ORD000108,2026-05-27,CUST01685,PROD0114,REP021,2,10,23884.2,2080.2
ORD000109,2026-03-07,CUST00641,PROD0227,REP072,4,20,196944.0,26956.0
ORD000110,2026-01-30,CUST02065,PROD0172,REP004,1,20,13884.8,291.8
ORD000111,2025-08-27,CUST03679,PROD0236,REP006,1,10,27735.3,7794.3
ORD000112,2025-11-04,CUST04838,PROD0097,REP004,5,15,166991.0,14811.0
ORD000113,2025-03-22,CUST03758,PROD0183,REP081,2,5,77539.0,7253.0
ORD000114,2025-04-17,CUST01880,PROD0168,REP050,3,20,51667.2,9652.2
ORD000115,2026-02-03,CUST01334,PROD0405,REP011,4,5,177327.0,48839.0
ORD000116,2024-10-10,CUST00784,PROD0059,REP007,2,20,37032.0,240.0
ORD000117,2024-07-16,CUST04079,PROD0285,REP036,2,10,81705.6,24557.6
ORD000118,2025-08-21,CUST03326,PROD0156,REP064,3,10,126459.9,33855.9
ORD000119,2025-04-15,CUST00038,PROD0321,REP010,4,10,25455.6,5159.6
ORD000120,2025-11-30,CUST02187,PROD0333,REP038,3,10,45643.5,6523.5
ORD000121,2025-04-18,CUST01858,PROD0089,REP044,4,10,128653.2,24301.2
ORD000122,2025-10-19,CUST02524,PROD0433,REP037,4,15,211548.0,46084.0
ORD000123,2025-09-24,CUST01575,PROD0136,REP073,5,15,237660.0,59485.0
ORD000124,2025-02-11,CUST02873,PROD0440,REP044,4,10,3722.4,1130.4
ORD000125,2024-07-22,CUST02619,PROD0375,REP094,2,5,42079.3,11797.3
ORD000126,2025-10-19,CUST02515,PROD0120,REP043,2,10,59216.4,3016.4
ORD000127,2024-08-26,CUST01832,PROD0287,REP051,5,20,259920.0,17040.0
ORD000128,2025-12-23,CUST04231,PROD0154,REP060,1,15,26397.6,3761.6
ORD000129,2024-10-05,CUST03815,PROD0378,REP027,3,20,141172.8,-8152.2
ORD000130,2024-10-18,CUST00090,PROD0365,REP018,1,20,21540.8,1799.8
ORD000131,2026-07-06,CUST01683,PROD0065,REP074,1,10,5256.9,851.9
ORD000132,2025-06-23,CUST04857,PROD0177,REP081,4,0,73680.0,14328.0
ORD000133,2024-10-09,CUST04465,PROD0130,REP069,1,15,19827.95,1662.95
ORD000134,2026-02-14,CUST01738,PROD0467,REP037,3,10,47900.7,11867.7
ORD000135,2025-06-24,CUST01544,PROD0216,REP034,4,5,22089.4,6921.4
ORD000136,2025-07-27,CUST00283,PROD0035,REP065,2,5,106134.0,9306.0
ORD000137,2026-06-09,CUST00061,PROD0165,REP064,1,5,18261.85,3009.85
ORD000138,2026-04-06,CUST01991,PROD0082,REP003,2,15,51690.2,6564.2
ORD000139,2025-04-23,CUST02041,PROD0418,REP087,1,5,9922.75,2477.75
ORD000140,2025-03-05,CUST04246,PROD0372,REP026,1,15,18170.45,2947.45
ORD000141,2026-04-09,CUST02562,PROD0427,REP067,5,15,241795.25,12520.25
ORD000142,2026-03-01,CUST02076,PROD0124,REP022,1,10,41844.6,8196.6
ORD000143,2025-10-02,CUST03622,PROD0404,REP009,2,15,54563.2,10055.2
ORD000144,2026-03-07,CUST00573,PROD0022,REP004,4,5,150362.2,43742.2
ORD000145,2026-06-15,CUST03223,PROD0370,REP004,1,5,27460.7,2913.7
ORD000146,2024-09-16,CUST02703,PROD0427,REP039,1,10,51203.7,5348.7
ORD000147,2024-09-06,CUST00438,PROD0079,REP009,3,0,19527.0,4587.0
ORD000148,2025-08-13,CUST03138,PROD0104,REP047,4,0,148928.0,52144.0
ORD000149,2024-07-11,CUST01875,PROD0346,REP060,2,0,13446.0,4576.0
ORD000150,2026-06-18,CUST01763,PROD0068,REP092,1,10,3901.5,153.5
ORD000151,2025-04-17,CUST03665,PROD0140,REP015,4,15,64555.8,2011.8
ORD000152,2024-08-21,CUST00432,PROD0012,REP009,1,5,6754.5,1399.5
ORD000153,2024-12-19,CUST02971,PROD0389,REP075,1,5,26495.5,2650.5
ORD000154,2025-12-06,CUST04871,PROD0062,REP068,4,10,113860.8,16288.8
ORD000155,2025-07-13,CUST01641,PROD0467,REP094,3,5,50561.85,14528.85
ORD000156,2026-04-03,CUST03083,PROD0237,REP015,4,5,55829.6,18897.6
ORD000157,2026-02-04,CUST03958,PROD0022,REP049,5,10,178060.5,44785.5
ORD000158,2025-12-31,CUST01612,PROD0069,REP036,3,5,58570.35,11683.35
ORD000159,2024-08-06,CUST04440,PROD0431,REP042,3,5,6289.95,631.95
ORD000160,2025-02-22,CUST01553,PROD0168,REP002,1,15,18298.8,4293.8
ORD000161,2025-03-12,CUST04147,PROD0234,REP071,2,15,92755.4,19457.4
ORD000162,2026-03-30,CUST01829,PROD0196,REP028,3,10,136177.2,27214.2
ORD000163,2026-04-08,CUST04974,PROD0470,REP023,2,15,25443.9,4157.9
ORD000164,2024-11-09,CUST02527,PROD0216,REP096,5,20,23252.0,4292.0
ORD000165,2025-12-31,CUST04212,PROD0405,REP075,5,10,209992.5,49382.5
ORD000166,2025-07-27,CUST04737,PROD0153,REP081,3,20,159650.4,23819.4
ORD000167,2025-04-30,CUST04187,PROD0079,REP052,2,10,11716.2,1756.2
ORD000168,2025-09-06,CUST00504,PROD0128,REP073,3,20,136980.0,-10743.0
ORD000169,2026-05-20,CUST00576,PROD0236,REP030,2,20,49307.2,9425.2
ORD000170,2026-01-20,CUST02555,PROD0183,REP047,3,15,104065.5,-1363.5
ORD000171,2025-05-03,CUST00600,PROD0142,REP026,2,15,43916.1,10240.1
ORD000172,2025-03-06,CUST03731,PROD0110,REP046,4,10,211752.0,42476.0
ORD000173,2025-01-24,CUST00420,PROD0378,REP008,3,20,141172.8,-8152.2
ORD000174,2024-11-27,CUST02321,PROD0489,REP029,4,5,53640.8,8240.8
ORD000175,2026-06-23,CUST02656,PROD0166,REP018,1,15,2731.05,-57.95
ORD000176,2025-04-17,CUST04458,PROD0289,REP044,4,0,36724.0,6340.0
ORD000177,2025-01-26,CUST00233,PROD0458,REP055,2,15,84274.1,19438.1
ORD000178,2025-11-29,CUST02929,PROD0010,REP050,3,15,171762.9,42519.9
ORD000179,2025-11-15,CUST03623,PROD0106,REP072,2,5,43449.2,11195.2
ORD000180,2025-11-29,CUST02160,PROD0208,REP060,1,5,41850.35,8519.35
ORD000181,2024-09-18,CUST01823,PROD0086,REP060,2,0,25808.0,5032.0
ORD000182,2024-10-24,CUST04421,PROD0209,REP027,4,10,232401.6,49529.6
ORD000183,2025-05-01,CUST02245,PROD0176,REP088,3,0,72261.0,13296.0
ORD000184,2025-06-23,CUST02522,PROD0383,REP083,1,20,23211.2,4085.2
ORD000185,2025-10-25,CUST03334,PROD0203,REP046,2,5,43578.4,14446.4
ORD000186,2024-10-23,CUST01806,PROD0200,REP042,3,10,30785.4,5429.4
ORD000187,2025-12-30,CUST00686,PROD0196,REP080,3,0,151308.0,42345.0
ORD000188,2024-11-04,CUST00147,PROD0388,REP017,3,20,48547.2,-1909.8
ORD000189,2025-02-08,CUST04608,PROD0276,REP037,1,5,42650.25,11311.25
ORD000190,2025-12-03,CUST04601,PROD0469,REP063,3,0,59919.0,16035.0
ORD000191,2025-10-02,CUST04437,PROD0337,REP019,3,0,78690.0,15225.0
ORD000192,2026-01-15,CUST01814,PROD0276,REP051,1,0,44895.0,13556.0
ORD000193,2025-09-03,CUST02653,PROD0137,REP056,5,0,192250.0,68470.0
ORD000194,2025-04-01,CUST02085,PROD0440,REP095,2,0,2068.0,772.0
ORD000195,2025-08-10,CUST01283,PROD0269,REP018,5,15,249929.75,27354.75
ORD000196,2025-07-27,CUST01219,PROD0246,REP082,3,15,157551.75,12255.75
ORD000197,2025-01-23,CUST04061,PROD0478,REP027,1,10,18993.6,5213.6
ORD000198,2024-10-08,CUST01680,PROD0079,REP028,1,5,6183.55,1203.55
ORD000199,2026-05-03,CUST03397,PROD0313,REP079,4,15,186391.4,37463.4
ORD000200,2024-12-12,CUST04821,PROD0493,REP037,4,0,3716.0,1332.0
ORD000201,2025-06-12,CUST01877,PROD0469,REP006,2,10,35951.4,6695.4
ORD000202,2025-11-17,CUST02447,PROD0162,REP040,3,5,182237.55,46697.55
ORD000203,2024-12-02,CUST04027,PROD0057,REP032,1,10,15937.2,4713.2
ORD000204,2025-01-13,CUST04323,PROD0433,REP100,2,10,111996.0,29264.0
ORD000205,2026-03-23,CUST00961,PROD0169,REP031,3,20,95114.4,18806.4
ORD000206,2025-04-23,CUST04592,PROD0446,REP065,1,20,8974.4,1930.4
ORD000207,2025-12-02,CUST01586,PROD0050,REP082,1,10,18234.9,4092.9
ORD000208,2025-03-21,CUST02876,PROD0422,REP019,4,0,125452.0,23852.0
ORD000209,2026-06-09,CUST03769,PROD0463,REP041,1,20,38602.4,7129.4
ORD000210,2025-07-05,CUST01611,PROD0301,REP085,5,20,225728.0,-7017.0
ORD000211,2026-05-06,CUST03780,PROD0478,REP021,5,10,94968.0,26068.0
ORD000212,2025-10-20,CUST02753,PROD0135,REP048,2,10,46063.8,9153.8
ORD000213,2026-02-21,CUST02299,PROD0264,REP027,1,20,33145.6,6912.6
ORD000214,2025-01-16,CUST02483,PROD0450,REP042,4,15,42557.8,-926.2
ORD000215,2025-08-02,CUST03096,PROD0149,REP058,4,0,248748.0,91388.0
ORD000216,2024-11-26,CUST01383,PROD0091,REP026,3,10,12374.1,1829.1
ORD000217,2025-09-19,CUST00652,PROD0292,REP027,3,10,53511.3,7518.3
ORD000218,2025-10-16,CUST02163,PROD0033,REP094,3,15,62875.35,14953.35
ORD000219,2024-10-23,CUST00095,PROD0193,REP052,5,10,136597.5,33352.5
ORD000220,2024-07-20,CUST04922,PROD0286,REP010,3,20,147578.4,31586.4
ORD000221,2025-06-12,CUST04846,PROD0263,REP053,4,0,147736.0,26600.0
ORD000222,2026-02-12,CUST03370,PROD0346,REP015,1,20,5378.4,943.4
ORD000223,2024-08-08,CUST02187,PROD0389,REP034,1,15,23706.5,-138.5
ORD000224,2024-12-11,CUST03164,PROD0486,REP080,5,15,184662.5,35652.5
ORD000225,2024-10-13,CUST00641,PROD0051,REP094,4,20,105945.6,14521.6
ORD000226,2025-01-21,CUST00281,PROD0036,REP010,2,20,9152.0,-480.0
ORD000227,2024-09-29,CUST01872,PROD0395,REP004,5,15,56656.75,10716.75
ORD000228,2025-09-24,CUST04868,PROD0018,REP013,2,15,5531.8,1225.8
ORD000229,2025-01-06,CUST00055,PROD0049,REP051,2,15,108597.7,19521.7
ORD000230,2025-11-23,CUST02746,PROD0090,REP052,3,0,137058.0,42423.0
ORD000231,2026-06-15,CUST03239,PROD0356,REP046,3,15,57058.8,7891.8
ORD000232,2026-04-24,CUST02081,PROD0005,REP038,3,10,113418.9,8256.9
ORD000233,2026-05-07,CUST00904,PROD0139,REP034,5,15,216945.5,11870.5
ORD000234,2024-08-05,CUST01800,PROD0008,REP061,4,10,80175.6,20583.6
ORD000235,2026-03-24,CUST01050,PROD0415,REP024,5,15,158673.75,32658.75
ORD000236,2025-08-13,CUST03988,PROD0162,REP040,4,20,204617.6,23897.6
ORD000237,2025-07-26,CUST03111,PROD0416,REP002,2,0,36730.0,8942.0
ORD000238,2025-07-15,CUST02808,PROD0338,REP026,1,0,43352.0,14325.0
ORD000239,2025-10-16,CUST02372,PROD0458,REP075,1,5,47094.35,14676.35
ORD000240,2026-06-26,CUST00265,PROD0347,REP017,2,10,75805.2,22545.2
ORD000241,2026-06-25,CUST02097,PROD0423,REP027,5,5,153453.5,25813.5
ORD000242,2025-04-18,CUST01293,PROD0360,REP072,4,0,64196.0,12276.0
ORD000243,2025-05-30,CUST03847,PROD0438,REP049,4,20,13433.6,-1078.4
ORD000244,2026-05-15,CUST00509,PROD0451,REP066,3,15,129608.85,29393.85
ORD000245,2026-04-17,CUST02128,PROD0124,REP046,2,15,79039.8,11743.8
ORD000246,2025-03-03,CUST02792,PROD0233,REP054,4,0,172224.0,34632.0
ORD000247,2024-09-11,CUST01529,PROD0417,REP087,3,0,31002.0,6537.0
ORD000248,2026-06-10,CUST03564,PROD0088,REP018,2,10,80708.4,3178.4
ORD000249,2025-07-20,CUST01303,PROD0078,REP036,2,10,34000.2,8222.2
ORD000250,2025-04-15,CUST02448,PROD0180,REP097,2,0,131610.0,34586.0
ORD000251,2025-08-25,CUST03010,PROD0442,REP079,3,0,203073.0,73932.0
ORD000252,2024-07-31,CUST04710,PROD0161,REP019,3,15,19747.2,3832.2
ORD000253,2024-10-17,CUST00660,PROD0204,REP086,5,15,217260.0,35705.0
ORD000254,2024-07-12,CUST01910,PROD0287,REP070,3,20,155952.0,10224.0
ORD000255,2025-12-28,CUST00298,PROD0166,REP033,5,15,13655.25,-289.75
ORD000256,2026-03-17,CUST04661,PROD0187,REP001,4,10,24364.8,6108.8
ORD000257,2025-05-02,CUST03074,PROD0046,REP053,1,0,23605.0,7361.0
ORD000258,2024-07-09,CUST00598,PROD0343,REP056,4,20,102256.0,16792.0
ORD000259,2024-11-09,CUST04598,PROD0205,REP086,3,15,33025.05,8131.05
ORD000260,2025-02-11,CUST00313,PROD0264,REP074,3,20,99436.8,20737.8
ORD000261,2025-05-22,CUST04262,PROD0365,REP056,1,15,22887.1,3146.1
ORD000262,2026-06-12,CUST04392,PROD0085,REP020,4,20,82777.6,-3746.4
ORD000263,2025-07-24,CUST02982,PROD0470,REP007,3,15,38165.85,6236.85
ORD000264,2025-07-12,CUST04595,PROD0258,REP051,4,5,145448.8,42208.8
ORD000265,2025-03-11,CUST03796,PROD0226,REP059,4,5,120843.8,41123.8
ORD000266,2024-12-19,CUST00480,PROD0293,REP039,5,20,108508.0,16508.0
ORD000267,2026-05-09,CUST03840,PROD0237,REP008,5,0,73460.0,27295.0
ORD000268,2025-08-20,CUST04874,PROD0008,REP031,1,15,18930.35,4032.35
ORD000269,2025-08-06,CUST00256,PROD0202,REP084,1,0,33556.0,12503.0
ORD000270,2025-11-13,CUST03677,PROD0301,REP020,4,10,203155.2,16959.2
ORD000271,2024-08-12,CUST02577,PROD0465,REP014,2,5,114543.4,18595.4
ORD000272,2025-07-12,CUST03242,PROD0259,REP015,1,20,6380.8,1155.8
ORD000273,2025-12-19,CUST04016,PROD0360,REP037,2,0,32098.0,6138.0
ORD000274,2025-01-08,CUST00004,PROD0246,REP054,2,15,105034.5,8170.5
ORD000275,2025-03-11,CUST00252,PROD0496,REP088,2,15,100381.6,11483.6
ORD000276,2025-04-08,CUST04158,PROD0397,REP073,5,0,3940.0,1365.0
ORD000277,2026-02-27,CUST00356,PROD0352,REP089,4,10,255801.6,63933.6
ORD000278,2024-10-26,CUST02193,PROD0300,REP087,1,5,25356.45,7147.45
ORD000279,2026-04-07,CUST00855,PROD0450,REP060,3,15,31918.35,-694.65
ORD000280,2024-08-30,CUST04264,PROD0382,REP031,5,20,263640.0,18780.0
ORD000281,2026-05-03,CUST04722,PROD0256,REP042,2,10,85732.2,19680.2
ORD000282,2024-07-25,CUST03095,PROD0136,REP084,4,15,190128.0,47588.0
ORD000283,2025-05-06,CUST00939,PROD0018,REP049,3,15,8297.7,1838.7
ORD000284,2025-01-23,CUST01097,PROD0318,REP023,2,10,68481.0,2975.0
ORD000285,2026-04-03,CUST03477,PROD0458,REP057,2,10,89231.4,24395.4
ORD000286,2025-11-16,CUST02413,PROD0324,REP092,4,15,40140.4,1616.4
ORD000287,2026-04-20,CUST00637,PROD0262,REP026,2,20,72324.8,11592.8
ORD000288,2025-11-29,CUST03766,PROD0396,REP060,1,10,9179.1,1321.1
ORD000289,2025-04-07,CUST03753,PROD0498,REP098,1,0,25669.0,3482.0
ORD000290,2025-09-26,CUST00610,PROD0434,REP074,5,0,107185.0,16905.0
ORD000291,2025-12-12,CUST03973,PROD0222,REP067,5,10,233028.0,66048.0
ORD000292,2025-06-09,CUST01006,PROD0317,REP015,5,0,8270.0,2015.0
ORD000293,2026-06-19,CUST02895,PROD0300,REP060,2,5,50712.9,14294.9
ORD000294,2024-11-18,CUST00240,PROD0236,REP020,4,15,104777.8,25013.8
ORD000295,2024-10-06,CUST01295,PROD0229,REP094,5,10,237177.0,56277.0
ORD000296,2024-10-01,CUST04817,PROD0371,REP059,3,5,54115.8,7402.8
ORD000297,2025-09-14,CUST00404,PROD0238,REP085,3,20,90314.4,12863.4
ORD000298,2025-04-15,CUST00564,PROD0364,REP047,1,0,17119.0,6152.0
ORD000299,2026-06-07,CUST02901,PROD0402,REP058,5,0,53445.0,17675.0
ORD000300,2025-08-31,CUST02777,PROD0285,REP094,4,20,145254.4,30958.4
ORD000301,2025-10-15,CUST03994,PROD0476,REP078,3,0,108546.0,35364.0
ORD000302,2025-04-28,CUST04480,PROD0066,REP006,5,0,10995.0,2320.0
ORD000303,2026-05-30,CUST04686,PROD0451,REP064,1,10,45744.3,12339.3
ORD000304,2025-08-01,CUST02488,PROD0486,REP026,2,20,69520.0,9916.0
ORD000305,2026-06-16,CUST01165,PROD0411,REP001,3,0,126921.0,24330.0
ORD000306,2025-12-06,CUST02860,PROD0206,REP092,5,20,18740.0,1660.0
ORD000307,2026-04-19,CUST03906,PROD0446,REP053,4,0,44872.0,16696.0
ORD000308,2026-05-25,CUST00587,PROD0454,REP024,5,10,202428.0,38418.0
ORD000309,2025-08-22,CUST03632,PROD0308,REP095,2,0,14860.0,2704.0
ORD000310,2025-03-08,CUST02491,PROD0411,REP004,4,15,143843.8,7055.8
ORD000311,2025-09-12,CUST00054,PROD0239,REP012,2,10,106759.8,13437.8
ORD000312,2025-12-20,CUST00769,PROD0365,REP095,4,0,107704.0,28740.0
ORD000313,2024-08-25,CUST00203,PROD0456,REP030,3,0,208362.0,72357.0
ORD000314,2025-02-22,CUST01482,PROD0147,REP011,4,15,110200.8,20744.8
ORD000315,2024-12-03,CUST01748,PROD0308,REP076,2,0,14860.0,2704.0
ORD000316,2024-12-16,CUST04572,PROD0026,REP055,1,15,14064.1,3586.1
ORD000317,2026-03-12,CUST00513,PROD0362,REP059,4,20,17868.8,612.8
ORD000318,2024-12-24,CUST03856,PROD0133,REP025,1,20,26092.0,2648.0
ORD000319,2025-12-26,CUST02516,PROD0360,REP097,3,5,45739.65,6799.65
ORD000320,2025-04-06,CUST03873,PROD0336,REP018,1,20,36899.2,6384.2
ORD000321,2026-05-07,CUST01725,PROD0208,REP003,1,0,44053.0,10722.0
ORD000322,2024-09-12,CUST03397,PROD0344,REP073,4,15,221945.2,47493.2
ORD000323,2024-10-10,CUST04081,PROD0348,REP045,3,5,127357.95,24916.95
